City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Karymskoye,RU,51.6167,114.35,-0.63,87,79,3.11,broken clouds
345,Waipawa,NZ,-41.4122,175.5153,63.23,95,100,1.88,light rain
346,Rudbar,AF,30.15,62.6,42.64,38,0,1.61,clear sky
347,Tukrah,LY,32.5341,20.5791,56.26,56,81,17.67,broken clouds
348,Camargo,MX,27.6667,-105.1667,67.82,22,2,12.91,clear sky
349,Teeli,RU,51.0333,90.2333,1.06,94,100,1.59,overcast clouds
350,Arkhangelskoye,RU,55.8549,35.3287,5.14,99,93,4.23,overcast clouds
351,Sulphur Springs,US,33.1385,-95.6011,67.91,82,40,5.75,scattered clouds
352,El Alto,PE,-4.2714,-81.2147,67.12,81,100,13.89,overcast clouds
353,Ocampo,MX,21.65,-101.5,57.54,25,0,6.64,clear sky
354,Carnarvon,AU,-24.8667,113.6333,109.47,7,68,17.27,broken clouds
355,Karakol,KG,42.4907,78.3936,16.61,68,51,5.88,broken clouds
356,Manakara,MG,-22.1333,48.0167,76.53,86,97,6.89,overcast clouds
357,Rosetta,EG,31.4044,30.4164,59.43,65,100,10.38,overcast clouds
358,Saint-Pierre,RE,-21.3393,55.4781,78.3,75,0,4.61,clear sky
359,Sosnovo,RU,60.5514,30.2144,3.97,99,65,4.34,broken clouds
360,Poum,NC,-20.2333,164.0167,82.56,76,100,7.54,overcast clouds
361,Beyneu,KZ,45.3167,55.2,28.89,76,100,8.05,overcast clouds
362,Joshimath,IN,30.5667,79.5667,38.59,32,100,5.46,overcast clouds
363,Garowe,SO,8.4054,48.4845,62.15,94,99,7.36,overcast clouds
364,Arroio Grande,BR,-32.2375,-53.0869,59.85,84,0,3.04,clear sky
365,Antalaha,MG,-14.9003,50.2788,73.42,87,34,3.78,scattered clouds
366,Coruripe,BR,-10.1256,-36.1756,77.11,83,56,8.61,broken clouds
367,Vardo,NO,70.3705,31.1107,25.75,57,100,10.65,light snow
368,Nuuk,GL,64.1835,-51.7216,23.61,74,20,0.0,few clouds
369,Usogorsk,RU,63.4106,48.6872,-20.11,100,95,3.2,overcast clouds
370,Puerto Ayacucho,VE,5.6639,-67.6236,78.4,66,85,4.21,overcast clouds
371,Inirida,CO,3.8653,-67.9239,76.44,89,100,1.39,overcast clouds
372,Ulaangom,MN,49.9811,92.0667,-9.15,90,100,1.39,overcast clouds
373,Klyuchi,RU,52.2667,79.1667,12.87,87,100,12.39,overcast clouds
374,Manono,CD,-7.3,27.4167,67.64,97,98,0.78,overcast clouds
375,Kalianget,ID,-7.05,113.9333,85.26,68,88,7.05,overcast clouds
376,Tautira,PF,-17.7333,-149.15,78.82,70,94,5.3,light rain
377,Krasnoarmeysk,RU,51.0239,45.6969,4.3,98,18,6.53,few clouds
378,Anahuac,MX,27.2333,-100.15,72.37,54,2,9.89,clear sky
379,Stephenville,US,32.2207,-98.2023,65.25,84,1,4.61,clear sky
380,Barcelos,PT,41.5388,-8.6151,59.14,94,100,8.43,overcast clouds
381,Riverton,US,40.5219,-111.9391,30.18,87,90,3.0,light snow
382,Tongren,CN,27.7172,109.1853,36.16,79,100,0.29,overcast clouds
383,Puerto Madero,MX,14.7208,-92.4215,75.4,100,1,0.0,clear sky
384,Mattru,SL,7.6244,-11.8332,74.3,90,100,1.34,overcast clouds
385,Cao Bang,VN,22.6667,106.25,50.16,64,100,1.99,overcast clouds
386,Fontenay-Le-Comte,FR,46.5833,-1.0,56.16,89,100,21.92,overcast clouds
387,Vasai,IN,19.47,72.8,73.49,61,18,5.66,few clouds
388,Vila,PT,42.0304,-8.1588,50.88,94,100,7.99,overcast clouds
389,Shache,CN,38.4167,77.2406,23.43,59,37,1.32,scattered clouds
390,Ngara,TZ,-2.5122,30.6558,54.66,98,100,0.27,light rain
391,Chilakalurupet,IN,16.0833,80.1667,72.95,79,1,4.12,clear sky
392,Launceston,AU,-41.45,147.1667,73.62,46,7,5.99,clear sky
393,The Pas,CA,53.8251,-101.2541,-7.58,77,90,4.61,light snow
394,Acarau,BR,-2.8856,-40.12,79.75,81,18,11.1,few clouds
395,Mitsamiouli,KM,-11.3847,43.2844,80.98,70,100,11.14,overcast clouds
396,Rock Sound,BS,24.9,-76.2,74.19,65,1,7.31,clear sky
397,Bac Lieu,VN,9.285,105.7244,82.81,69,99,14.99,overcast clouds
398,Port Augusta,AU,-32.5,137.7667,90.72,20,0,14.81,clear sky
399,Kisangani,CD,0.5167,25.2,68.61,99,100,2.89,moderate rain
400,Mwene-Ditu,CD,-7.0,23.45,64.26,97,100,3.76,overcast clouds
401,Bogovarovo,RU,58.9785,47.0246,-0.85,98,100,6.8,overcast clouds
402,Maryville,US,35.7565,-83.9705,68.27,80,90,1.01,overcast clouds
403,Nishihara,JP,26.1842,127.7558,66.25,61,75,4.61,broken clouds
404,Baracoa,CU,20.3467,-74.4958,74.86,73,64,10.07,broken clouds
405,Aklavik,CA,68.2191,-135.0107,-6.68,85,99,17.13,overcast clouds
406,Provideniya,RU,64.3833,-173.3,5.36,78,90,33.55,snow
407,Nago,JP,26.5881,127.9761,67.05,66,69,9.33,broken clouds
408,Viedma,AR,-40.8135,-62.9967,69.37,46,0,7.09,clear sky
409,Zilair,RU,52.2332,57.4392,-11.47,100,100,1.9,overcast clouds
410,Teguldet,RU,57.3064,88.1667,16.57,93,100,8.46,overcast clouds
411,Arman,RU,59.7,150.1667,-4.34,72,100,16.51,overcast clouds
412,Casper,US,42.8666,-106.3131,34.5,65,1,18.01,clear sky
413,Kapoeta,SS,4.7717,33.5903,81.23,45,100,12.08,overcast clouds
414,Pitimbu,BR,-7.4706,-34.8086,79.39,78,85,9.17,overcast clouds
415,Uspenka,UA,48.3903,39.1619,15.71,93,100,7.67,light snow
416,Podgorenskiy,RU,50.405,39.6429,4.19,96,100,2.51,overcast clouds
417,Wladyslawowo,PL,54.7909,18.4009,21.94,77,14,22.53,few clouds
418,Pathein,MM,16.7833,94.7333,76.35,53,1,8.3,clear sky
419,Hue,VN,16.4667,107.6,66.31,94,75,8.05,mist
420,Bam,IR,29.106,58.357,44.67,37,0,1.86,clear sky
421,Santiago De Cao,PE,-7.9589,-79.2392,62.73,88,100,8.52,mist
422,Ahuimanu,US,21.4447,-157.8378,78.51,66,20,5.01,light rain
423,Colac,AU,-38.3333,143.5833,73.15,28,0,9.95,clear sky
424,Todos Santos,MX,23.45,-110.2167,73.0,79,91,6.82,overcast clouds
425,Westport,US,41.1415,-73.3579,36.91,89,90,4.0,moderate rain
426,Huilong,CN,31.8111,121.655,42.04,36,78,5.23,broken clouds
427,Asau,RO,46.4333,26.4,26.96,96,100,1.88,overcast clouds
428,Tuatapere,NZ,-46.1333,167.6833,61.83,54,94,8.3,overcast clouds
429,Bairiki,KI,1.3292,172.9752,86.0,74,20,4.61,few clouds
430,Arica,CL,-18.475,-70.3042,71.83,73,90,3.44,overcast clouds
431,Longyan,CN,25.1072,117.0225,60.03,63,27,0.43,scattered clouds
432,Hirara,JP,24.8,125.2833,65.91,64,84,15.55,broken clouds
433,Jinchang,CN,38.4953,102.1739,20.12,52,71,3.47,broken clouds
434,Krasnoselkup,RU,65.7,82.4667,6.51,95,100,21.23,light snow
435,Mackay,AU,-21.15,149.2,87.67,71,100,13.47,light rain
436,Grootfontein,NA,-19.5667,18.1167,62.62,21,7,3.0,clear sky
437,Tazovskiy,RU,67.4667,78.7,0.41,95,100,20.33,light snow
438,Corrente,BR,-3.7367,-43.3394,72.81,99,86,0.4,moderate rain
439,Rapid City,US,44.0805,-103.231,2.55,71,75,11.5,broken clouds
440,Upernavik,GL,72.7868,-56.1549,-4.04,76,97,5.12,overcast clouds
441,Omboue,GA,-1.5746,9.2618,76.77,92,100,5.32,moderate rain
442,Igarka,RU,67.4667,86.5833,-10.01,88,6,9.75,clear sky
443,Nouadhibou,MR,20.931,-17.0347,67.82,61,3,13.13,clear sky
444,Guerrero Negro,MX,27.9769,-114.0611,58.53,68,100,15.57,overcast clouds
445,Poceirao,PT,38.831,-8.7937,62.28,97,64,6.49,broken clouds
446,Lancaster,US,40.2504,-76.2499,36.16,86,90,1.99,light snow
447,Male,MV,4.1748,73.5089,82.62,67,77,13.94,broken clouds
448,High Level,CA,58.5169,-117.136,-26.0,100,100,2.17,overcast clouds
449,Benavente,ES,42.0025,-5.6783,46.51,82,97,19.51,overcast clouds
450,Hamilton,US,39.1834,-84.5333,56.98,80,1,1.99,clear sky
451,Caravelas,BR,-17.7125,-39.2481,72.52,98,100,8.95,moderate rain
452,Sayyan,YE,15.1718,44.3244,47.89,36,10,2.89,clear sky
453,Kitale,KE,1.0157,35.0062,53.98,89,100,0.92,overcast clouds
454,Tura,IN,25.5198,90.2201,66.06,47,100,2.37,overcast clouds
455,Vanimo,PG,-2.6741,141.3028,83.57,80,100,3.62,overcast clouds
456,Gornji Milanovac,RS,44.0333,20.45,35.69,96,84,1.77,broken clouds
457,Uyuni,BO,-20.4597,-66.825,51.3,69,75,7.85,broken clouds
458,Alofi,NU,-19.0595,-169.9187,81.34,67,100,6.06,light rain
459,Ust-Maya,RU,60.4167,134.5333,-45.56,96,84,1.01,broken clouds
460,Ranong,TH,9.9658,98.6348,83.88,64,12,9.75,few clouds
461,Bilma,NE,18.6853,12.9164,57.58,26,0,11.52,clear sky
462,Vao,NC,-22.6667,167.4833,78.96,85,100,11.16,light rain
463,Tondano,ID,1.3038,124.9112,75.29,86,100,4.74,overcast clouds
464,San Felipe,VE,10.3399,-68.7425,69.84,94,80,4.29,broken clouds
465,Jalu,LY,29.0331,21.5482,52.81,47,4,8.72,clear sky
466,Evensk,RU,61.95,159.2333,2.08,73,100,14.65,overcast clouds
467,Lufkin,US,31.3382,-94.7291,71.83,80,90,9.22,overcast clouds
468,Santa Marta,CO,11.2408,-74.199,77.5,84,54,17.47,broken clouds
469,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,77,90,4.61,overcast clouds
470,Jiaojiang,CN,28.6803,121.4428,40.33,58,99,4.36,overcast clouds
471,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,75.99,96,100,2.66,overcast clouds
472,Shiyan,CN,32.6475,110.7781,42.62,44,38,3.78,scattered clouds
473,Gilgit,PK,35.9221,74.3087,29.68,73,87,2.93,overcast clouds
474,San Jeronimo,PE,-11.9472,-75.2829,55.63,70,100,3.51,overcast clouds
475,Abeche,TD,13.8292,20.8324,67.23,20,27,8.57,scattered clouds
476,Tapiramuta,BR,-11.8472,-40.7914,64.65,96,64,0.87,broken clouds
477,Alta Floresta,BR,-9.8756,-56.0861,70.88,99,100,4.38,heavy intensity rain
478,Karachi,PK,24.9056,67.0822,58.82,77,20,3.44,mist
479,Tahlequah,US,35.9154,-94.97,58.86,37,40,0.0,scattered clouds
480,San Rafael,AR,-34.6177,-68.3301,81.21,24,100,3.33,overcast clouds
481,Homer,US,59.6425,-151.5483,44.47,87,1,16.11,clear sky
482,Kaeo,NZ,-35.1,173.7833,69.04,85,100,2.71,moderate rain
483,Santiago,CL,-33.4569,-70.6483,75.29,55,0,9.22,clear sky
484,Yaring,TH,6.8662,101.3689,81.28,74,78,10.0,broken clouds
485,Sept-Iles,CA,50.2001,-66.3821,23.05,79,65,7.72,broken clouds
486,Grindavik,IS,63.8424,-22.4338,27.07,74,0,20.71,clear sky
487,Urusha,RU,54.05,122.9,-6.27,71,100,4.47,overcast clouds
488,Adamas,GR,36.7333,24.4333,60.22,69,93,16.4,overcast clouds
489,Birjand,IR,32.8663,59.2211,23.47,42,0,6.91,clear sky
490,Dabakala,CI,8.3667,-4.4333,73.15,27,45,1.7,scattered clouds
491,Priiskovyy,RU,51.9333,116.6333,-4.11,94,100,1.63,overcast clouds
492,Lavrentiya,RU,65.5833,-171.0,-2.4,97,100,15.86,light snow
493,Devils Lake,US,48.1128,-98.8651,-14.69,79,1,7.0,clear sky
494,Olafsvik,IS,64.8945,-23.7142,29.12,77,97,31.85,overcast clouds
495,Raga,SS,8.4596,25.678,69.03,32,15,0.58,few clouds
496,Praia,CV,14.9215,-23.5087,70.34,83,0,13.8,clear sky
497,Soyo,AO,-6.1349,12.3689,76.8,89,100,0.96,light rain
498,Ushtobe,KZ,45.2514,77.9838,28.4,90,76,5.46,broken clouds
499,Fort Morgan,US,40.2503,-103.8,31.42,31,75,4.61,broken clouds
500,Puerto Escondido,MX,15.85,-97.0667,76.03,83,20,3.44,few clouds
501,Kirakira,SB,-10.4544,161.9205,84.87,79,98,7.67,heavy intensity rain
502,Banjar,ID,-8.19,114.9675,87.66,63,74,4.29,broken clouds
503,Mount Gambier,AU,-37.8333,140.7667,71.56,42,3,14.99,clear sky
504,Coquimbo,CL,-29.9533,-71.3436,62.33,82,75,4.61,broken clouds
505,Mareeba,AU,-17.0,145.4333,74.44,92,100,0.4,moderate rain
506,Rathkeale,IE,52.5244,-8.9381,46.65,93,90,8.05,overcast clouds
507,Entre Rios,BR,-11.9419,-38.0844,71.35,99,82,3.29,broken clouds
508,Quang Ngai,VN,15.1167,108.8,69.98,96,100,3.31,overcast clouds
509,Reforma,MX,18.1,-91.0167,70.99,85,1,4.59,clear sky
510,Papetoai,PF,-17.4961,-149.8729,78.39,72,100,6.8,moderate rain
511,Goundam,ML,16.4145,-3.6708,67.84,17,96,10.2,overcast clouds
512,Rio Gallegos,AR,-51.6226,-69.2181,48.25,53,0,14.97,clear sky
513,Grafton,US,42.207,-71.6856,32.83,75,90,1.01,overcast clouds
514,Bonavista,CA,48.6499,-53.1147,36.12,97,100,34.72,light rain
515,Najran,SA,17.4924,44.1277,53.56,57,3,1.54,clear sky
516,Daud Khel,PK,32.875,71.5701,50.31,69,0,3.09,clear sky
517,Sao Felix Do Xingu,BR,-6.6447,-51.995,70.41,99,100,1.19,overcast clouds
518,Voh,NC,-20.9667,164.7,83.14,74,89,4.65,light rain
519,Brownsville,US,25.9018,-97.4975,73.35,89,1,4.0,clear sky
520,Tavrichanka,RU,43.3378,131.8639,7.86,50,5,5.19,clear sky
521,Kayes,ML,14.0,-11.0,73.2,13,35,1.28,scattered clouds
522,Jertih,MY,5.7336,102.4897,81.79,73,96,3.06,overcast clouds
523,Camana,PE,-16.6228,-72.7111,71.02,87,57,7.9,broken clouds
524,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,28.99,74,75,8.95,broken clouds
525,Vrangel,RU,42.7297,133.0839,10.87,45,0,8.32,clear sky
526,Tieli,CN,46.95,128.05,2.05,78,36,4.05,scattered clouds
527,Berlevag,NO,70.8578,29.0864,25.36,62,100,8.77,light snow
528,Vangaindrano,MG,-23.35,47.6,73.99,90,99,4.23,overcast clouds
529,Altamira,BR,-3.2033,-52.2064,73.81,97,100,1.72,overcast clouds
530,Barcelona,ES,41.3888,2.159,61.81,65,0,12.66,clear sky
531,Plettenberg Bay,ZA,-34.0527,23.3716,62.13,91,54,6.91,broken clouds
532,Muskogee,US,35.5834,-95.3336,57.96,57,75,5.75,broken clouds
533,Kamsack,CA,51.5667,-101.9009,-19.32,100,100,4.9,overcast clouds
534,Abu Kamal,SY,34.4506,40.9171,42.55,56,1,1.66,clear sky
535,Skibbereen,IE,51.55,-9.2667,48.0,81,71,32.12,broken clouds
536,Bighapur,IN,26.35,80.6833,57.25,55,98,8.01,overcast clouds
537,Inuvik,CA,68.3499,-133.7218,-6.68,87,100,23.82,overcast clouds
538,Mlonggo,ID,-6.5333,110.7,85.89,69,49,9.15,scattered clouds
539,Bida,NG,9.0833,6.0167,72.39,25,33,5.06,scattered clouds
540,Funadhoo,MV,6.15,73.2667,82.42,66,96,19.89,overcast clouds
541,Seoul,KR,37.5683,126.9778,29.71,45,100,2.17,overcast clouds
542,Codrington,AU,-38.2667,141.9667,66.78,54,0,15.95,clear sky
543,Pierre,US,44.3683,-100.351,7.72,66,1,13.8,clear sky
544,Naryan-Mar,RU,67.6713,53.087,-12.53,97,100,4.09,overcast clouds
545,Tahe,CN,52.3333,124.7333,-2.49,68,56,6.76,broken clouds
546,Cockburn Town,TC,21.4612,-71.1419,76.39,71,14,13.44,few clouds
547,Ossora,RU,59.2353,163.0719,3.87,96,100,14.92,snow
548,Odweyne,SO,9.4092,45.064,62.15,72,72,5.48,broken clouds
549,Mount Pleasant,US,32.7941,-79.8626,63.3,88,40,4.0,scattered clouds
550,Majene,ID,-3.5403,118.9707,85.64,63,100,8.59,overcast clouds
551,Ust-Kuyga,RU,70.0167,135.6,-24.59,100,96,5.03,overcast clouds
552,Urdoma,RU,61.7533,48.5442,-0.92,98,99,6.04,light snow
553,Peleduy,RU,59.6289,112.7406,-12.6,96,100,5.14,overcast clouds
554,Shakawe,BW,-18.3667,21.85,68.05,76,95,5.41,overcast clouds
555,Sicamous,CA,50.8331,-118.9856,-6.72,97,100,2.01,overcast clouds
556,Jizan,SA,17.3333,42.6667,74.77,88,10,1.07,clear sky
557,Nagorsk,RU,59.3172,50.8078,3.24,94,100,7.74,overcast clouds
558,Russell,US,32.3502,-85.1999,67.71,92,90,4.61,overcast clouds
559,Bacag,PH,15.93,120.5822,83.05,54,25,9.8,scattered clouds
560,Smirnykh,RU,49.75,142.8333,0.21,71,34,8.25,scattered clouds
561,Port Pirie,AU,-33.1833,138.0167,75.29,22,0,13.09,clear sky
562,Platteville,US,42.7342,-90.4785,28.24,93,1,11.5,clear sky
563,Verkhnyaya Inta,RU,65.9811,60.3094,-3.01,90,100,1.63,overcast clouds
564,Lincoln,US,40.8,-96.667,32.38,62,1,1.99,clear sky
565,Saldanha,ZA,-33.0117,17.9442,62.06,95,51,4.45,moderate rain
566,Vanavara,RU,60.34,102.2797,-31.43,99,21,1.21,few clouds
567,Cromarty,GB,57.6805,-4.0339,30.9,94,100,0.0,overcast clouds
568,Greenville,US,35.6127,-77.3663,66.36,87,40,4.61,scattered clouds
569,Nieuw Amsterdam,SR,5.8833,-55.0833,78.03,93,45,7.2,scattered clouds
570,Novikovo,RU,51.1537,37.8879,1.04,97,55,1.61,broken clouds
571,Beloha,MG,-25.1667,45.05,71.96,85,24,8.79,few clouds
572,Van,TR,38.4924,43.3831,15.15,92,40,3.44,scattered clouds
573,Deputatskiy,RU,69.3,139.9,-24.9,99,100,2.66,overcast clouds
574,Vilhena,BR,-12.7406,-60.1458,69.67,96,100,0.98,overcast clouds
575,Kharan,PK,28.5833,65.4167,48.96,29,4,4.32,clear sky
576,Xinzhou,CN,38.4092,112.7333,21.52,43,1,0.63,clear sky
577,Maldonado,UY,-34.6667,-54.9167,63.79,89,0,5.5,clear sky
578,Zima,RU,53.9202,102.0442,-11.69,97,30,2.04,scattered clouds
579,Oum Hadjer,TD,13.2954,19.6966,68.58,26,13,9.42,few clouds
580,Villanueva,HN,15.3167,-88.0,76.19,83,40,5.75,scattered clouds
581,Loikaw,MM,19.6742,97.2094,69.46,45,0,2.15,clear sky
582,Vostok,RU,46.4856,135.8833,-7.24,86,100,5.77,overcast clouds
583,Srednekolymsk,RU,67.45,153.6833,-43.71,100,100,2.08,overcast clouds
584,Mahon,ES,39.8885,4.2658,54.16,94,0,3.44,clear sky
585,Soto La Marina,MX,23.7667,-98.2167,69.78,80,0,9.86,clear sky
586,Casma,CL,-41.0082,-73.1244,61.88,99,6,3.11,clear sky
587,Leh,IN,34.1667,77.5833,-0.87,82,69,2.51,broken clouds
588,Raseiniai,LT,55.3736,23.1217,16.25,94,65,7.11,broken clouds
589,Auch,FR,43.65,0.5833,58.24,89,99,5.01,overcast clouds
590,Huangyan,CN,28.6478,121.2594,40.05,50,97,3.24,light rain
591,Nkhotakota,MW,-12.9274,34.2961,76.84,62,55,1.79,broken clouds
592,Bonfim,BR,3.0833,-59.95,79.43,73,99,6.35,overcast clouds
593,Darhan,MN,49.4867,105.9228,4.15,81,100,3.71,overcast clouds
594,Codajas,BR,-3.8367,-62.0569,73.22,99,100,2.71,overcast clouds
595,Tilichiki,RU,60.4667,166.1,-8.77,94,100,14.27,overcast clouds
596,Florianopolis,BR,-27.6146,-48.5012,70.83,78,0,8.05,clear sky
597,Shatrovo,RU,56.5167,64.6333,-5.31,96,6,7.7,clear sky
598,Horsham,GB,51.064,-0.3272,52.02,93,75,6.91,drizzle
599,Dakar,SN,14.6937,-17.4441,70.68,72,0,12.62,clear sky
600,Nelson Bay,AU,-32.7167,152.15,73.29,66,100,13.42,light rain
601,Jinji,CN,23.2281,110.8261,46.98,64,99,4.05,overcast clouds
602,Cuiluan,CN,47.72,128.648,-0.06,79,94,2.48,overcast clouds
603,Havre-Saint-Pierre,CA,50.2334,-63.5986,28.38,80,79,9.04,broken clouds
604,Luanda,AO,-8.8368,13.2343,75.2,88,75,6.91,light rain
605,Bhabua,IN,25.05,83.6167,64.6,55,70,5.21,broken clouds
606,Normal,US,40.5142,-88.9906,37.65,65,1,1.99,clear sky
607,Iseyin,NG,7.9667,3.6,74.68,32,93,0.85,overcast clouds
608,Fairbanks,US,64.8378,-147.7164,15.76,76,90,6.91,overcast clouds
609,Severo-Yeniseyskiy,RU,60.3725,93.0408,-11.52,100,98,3.76,overcast clouds
610,Bemidji,US,47.4736,-94.8803,4.24,86,1,12.66,clear sky
611,Tokonou,GN,9.65,-9.7833,71.02,25,99,2.04,overcast clouds
612,Turukhansk,RU,65.8167,87.9833,-6.65,83,1,16.93,clear sky
613,Tiruchchendur,IN,8.4833,78.1167,82.69,73,70,15.28,broken clouds
614,Saint-Joseph,RE,-21.3667,55.6167,77.22,80,51,9.26,broken clouds
615,Nampa,US,43.5407,-116.5635,26.71,74,90,6.91,overcast clouds
616,Santa Ana,US,33.7456,-117.8678,56.21,89,90,4.0,mist
617,Tual,ID,-5.6667,132.75,82.92,78,100,26.35,light rain
618,Wilkes-Barre,US,41.2459,-75.8813,36.05,92,90,4.0,mist
619,Khor,RU,47.8861,134.9464,-7.49,87,74,11.27,broken clouds
620,Aranos,NA,-24.1333,19.1167,60.64,56,27,10.78,scattered clouds
621,Maralal,KE,1.0968,36.698,56.25,87,76,5.82,broken clouds
622,Mbaiki,CF,3.8678,17.9892,67.55,94,92,2.37,overcast clouds
623,Chodavaram,IN,17.8333,82.95,71.44,72,2,2.55,clear sky
624,Naze,JP,28.3667,129.4833,56.97,55,30,9.64,scattered clouds
625,Bullhead City,US,35.1478,-114.5683,53.89,46,40,6.91,scattered clouds
626,Chatellerault,FR,46.8,0.5333,57.56,1,100,20.13,overcast clouds
627,Diamantina,BR,-18.2494,-43.6003,62.22,98,71,3.4,light rain
628,Sheridan,US,44.8333,-106.9173,18.3,71,90,3.44,light snow
629,Saiha,IN,22.4833,92.9667,67.89,42,1,1.23,clear sky
630,Capitan Bado,PY,-23.2667,-55.5333,74.77,18,3,4.68,clear sky
631,Znamenskoye,RU,57.1281,73.8282,16.43,94,100,8.01,overcast clouds
632,Oshkosh,US,44.0247,-88.5426,28.74,66,1,10.0,clear sky
633,Harrisonburg,US,38.4496,-78.8689,50.23,75,1,0.0,clear sky
634,Jinka,ET,5.65,36.65,65.19,59,93,2.04,overcast clouds
635,Whitehorse,CA,60.7161,-135.0538,18.1,96,100,5.23,light snow
636,Nome,US,64.5011,-165.4064,19.47,86,90,17.27,light snow
637,Guatajiagua,SV,13.6667,-88.2,74.12,64,47,2.39,scattered clouds
638,Palmer,US,42.1584,-72.3287,32.99,76,90,3.44,light snow
639,Snina,SK,48.9886,22.151,25.34,78,100,0.65,overcast clouds
640,Gorontalo,ID,0.5412,123.0595,89.44,55,67,8.88,broken clouds
641,Salinopolis,BR,-0.6136,-47.3561,78.75,84,20,7.65,few clouds
642,Batagay-Alyta,RU,67.8006,130.4114,-20.92,93,91,6.96,overcast clouds
643,Saint-Louis,SN,16.3333,-15.0,74.26,14,13,8.66,few clouds
644,Khovu-Aksy,RU,51.1333,93.6,0.48,81,100,0.78,overcast clouds
645,Shangzhi,CN,45.2167,127.9667,2.05,71,15,2.28,few clouds
646,Ostrovnoy,RU,68.0531,39.5131,6.33,87,78,7.34,broken clouds
647,Roma,US,43.2128,-75.4557,35.38,85,90,9.22,light snow
648,Abu Samrah,SY,35.3029,37.1841,41.56,68,76,5.68,broken clouds
649,Mehamn,NO,71.0357,27.8492,23.95,63,100,11.36,overcast clouds
650,Jijiga,ET,9.35,42.8,59.38,71,100,2.35,overcast clouds
651,Mogok,MM,22.9167,96.5,63.84,53,0,1.36,clear sky
652,Varnamo,SE,57.186,14.04,28.76,93,100,4.0,overcast clouds
653,Zabaykalsk,RU,49.6333,117.3167,-3.03,89,26,4.45,scattered clouds
654,Luderitz,NA,-26.6481,15.1594,62.46,88,16,7.18,few clouds
655,Baoying,CN,33.2292,119.3092,39.74,21,94,6.87,overcast clouds
656,Hovd,MN,48.0056,91.6419,-1.7,85,94,1.92,overcast clouds
657,Gao,ML,16.6362,1.637,63.01,19,35,11.52,scattered clouds
658,Chama,CH,47.1821,8.4636,44.26,91,100,3.09,overcast clouds
659,Talnakh,RU,69.4865,88.3972,-11.42,88,14,8.77,few clouds
660,Jumla,NP,29.2747,82.1838,35.89,57,96,2.55,overcast clouds
661,Broken Hill,AU,-31.95,141.4333,88.41,26,0,12.68,clear sky
662,Umm Kaddadah,SD,13.6017,26.6876,62.76,19,100,17.2,overcast clouds
663,Yinchuan,CN,38.4681,106.2731,19.47,21,0,3.33,clear sky
664,Vaitape,PF,-16.5167,-151.75,80.71,65,98,3.56,overcast clouds
665,Kirgiz-Miyaki,RU,53.6324,54.7979,-8.34,100,100,6.8,overcast clouds
666,Plymouth,US,41.8334,-70.8328,34.79,86,90,0.0,overcast clouds
667,Khash,IR,28.2211,61.2158,40.48,45,0,4.72,clear sky
668,Tsalka,GE,41.5946,44.0891,25.25,65,94,5.84,overcast clouds
669,Presidente Medici,BR,-11.1753,-61.9014,74.91,95,100,2.06,overcast clouds
670,Zhigansk,RU,66.7697,123.3711,-17.1,98,99,11.16,overcast clouds
671,Phra Phutthabat,TH,14.7253,100.7954,82.65,50,10,18.59,clear sky
672,Constitucion,CL,-35.3333,-72.4167,58.24,89,99,1.5,overcast clouds
673,Chapais,CA,49.7834,-74.8492,-1.26,95,100,4.05,overcast clouds
674,Ejura,GH,7.3856,-1.3562,74.91,59,11,3.09,few clouds
675,Koulikoro,ML,14.0,-7.75,66.76,15,55,9.84,broken clouds
676,Mahajanga,MG,-15.7167,46.3167,77.02,88,75,5.75,thunderstorm with light rain
677,Voznesenskoye,RU,54.89,42.7569,-1.88,100,97,3.98,overcast clouds
678,Bertoua,CM,4.5833,13.6833,67.32,54,34,2.04,scattered clouds
679,Twin Falls,US,42.3505,-114.6445,17.94,73,90,16.11,overcast clouds
680,Obidos,BR,-1.9175,-55.5181,74.46,93,100,3.67,overcast clouds
681,Caucaia,BR,-3.7361,-38.6531,82.35,75,40,11.5,scattered clouds
682,Ankang,CN,32.68,109.0172,41.0,47,46,2.15,scattered clouds
683,Slave Lake,CA,55.2834,-114.769,-23.82,76,90,6.91,haze
684,Kokstad,ZA,-30.5472,29.4241,52.79,97,18,3.58,few clouds
685,Kindia,GN,10.0569,-12.8658,68.68,35,68,1.52,broken clouds
686,Husum,DE,54.4858,9.0524,35.01,98,100,10.94,overcast clouds
687,Damietta,EG,31.4165,31.8133,61.0,64,100,6.42,overcast clouds
688,Aloleng,PH,16.1307,119.7824,82.42,58,26,11.21,scattered clouds
689,Flinders,AU,-34.5833,150.8552,72.18,56,84,8.99,broken clouds
690,Temiscaming,CA,46.7212,-79.0971,16.68,80,100,7.94,overcast clouds
691,Balkhash,KZ,46.844,74.9804,5.61,85,90,13.42,overcast clouds
692,Takoradi,GH,4.8845,-1.7554,78.96,81,80,4.52,light rain
